Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
1994,3332,Plasterers,3,77.5,21.01962006,0.00280303
1994,3333,Roof Tilers,3,90,7.02235573,0.000936452
1994,3334,Wall and Floor Tilers,3,80.6,12.42413165,0.001656796
1994,3341,Plumbers,3,40.3,49.47766767,0.006597997
1994,3411,Electricians,3,27.7,83.6712603,0.011157817
1994,3421,Airconditioning and Refrigeration Mechanics,3,56.3,11.99490727,0.001599557
1994,3422,Electrical Distribution Trades Workers,3,7.3,10.99666541,0.001466439
1994,3423,Electronics Trades Workers,3,47.9,20.57051397,0.002743141
1994,3424,Telecommunications Trades Workers,3,44.8,29.19838275,0.003893693
1994,3511,Bakers and Pastrycooks,3,89,19.6288979,0.002617573
1994,3512,Butchers and Smallgoods Makers,3,86.4,23.18238996,0.003091442
1994,3513,Chefs,2,52.2,28.53029975,0.003804602
1994,3514,Cooks,3,86.2,36.45890853,0.004861906
1994,3611,Animal Attendants and Trainers,3,73.9,10.79910308,0.001440093
1994,3612,Shearers,3,61.8,6.517578038,0.000869139
1994,3613,Veterinary Nurses,3,42.6,3.583127828,0.000477821
1994,3621,Florists,3,40,5.509075005,0.000734652
1994,3622,Gardeners,3,66,33.42740577,0.004457646
1994,3623,Greenkeepers,3,66,11.10661927,0.001481101
1994,3624,Nurserypersons,3,66,7.317073035,0.000975754
1994,3911,Hairdressers,3,15.8,41.54078561,0.00553959
1994,3921,Print Finishers and Screen Printers,3,90.1,8.186638185,0.001091713
1994,3922,Graphic Pre-press Trades Workers,3,74.8,12.27732347,0.001637218
1994,3923,Printers,3,83,19.26640749,0.002569234
1994,3931,Canvas and Leather Goods Makers,3,69.9,6.651888725,0.00088705
1994,3932,Clothing Trades Workers,3,80.9,13.5233605,0.001803381
1994,3933,Upholsterers,3,39,5.051547553,0.000673639
1994,3941,Cabinetmakers,3,91.3,23.1754757,0.00309052
1994,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,12.31183439,0.001641821
1994,3991,Boat Builders and Shipwrights,3,76,5.262397825,0.000701757
1994,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,9.734480263,0.001298123
1994,3993,"Gallery, Library and Museum Technicians",2,90.7,0.926624975,0.000123568
1994,3994,Jewellers,3,95,4.418621685,0.000589237
1994,3995,Performing Arts Technicians,3,49.6,9.98330181,0.001331304
1994,3996,Signwriters,3,93.3,6.027068445,0.000803728
1994,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,5.358406423,0.00071456
1994,4111,Ambulance Officers and Paramedics,2,49.4,6.675841703,0.000890244
1994,4112,"Dental Hygienists, Technicians and Therapists",2,67,4.582289275,0.000611062
1994,4113,Diversional Therapists,3,9.1,1.693914638,0.000225889
1994,4114,Enrolled and Mothercraft Nurses,2,5.8,32.53264888,0.004338328
1994,4116,Massage Therapists,2,27.2,1.882266655,0.000251006
1994,4117,Welfare Support Workers,2,12.7,21.83250256,0.002911431
1994,4211,Child Carers,4,8.4,47.80773704,0.006375307
1994,4221,Education Aides,4,56,24.15239152,0.003220795
1994,4231,Aged and Disabled Carers,4,55,30.1754337,0.004023986
1994,4233,Nursing Support and Personal Care Workers,4,47.4,44.9651999,0.005996246
1994,4234,Special Care Workers,4,9.3,0.87693169,0.000116942
1994,4311,Bar Attendants and Baristas,4,77,51.33701115,0.006845947
1994,4312,Cafe Workers,5,92.9,14.25739469,0.001901267
1994,4313,Gaming Workers,4,76.9,4.954387595,0.000660683
1994,4314,Hotel Service Managers,3,94,5.450621948,0.000726857
1994,4315,Waiters,4,93.6,61.98018376,0.008265246
1994,4319,Other Hospitality Workers,5,66.2,3.02437093,0.000403309
1994,4412,Fire and Emergency Workers,3,19,11.55909158,0.00154144
1994,4413,Police,2,10.4,42.01698378,0.005603093
1994,4421,Prison Officers,4,54.6,7.248709865,0.000966638
1994,4422,Security Officers and Guards,5,83.1,31.00603155,0.004134749
1994,4511,Beauty Therapists,4,35.1,8.62396735,0.001150032
1994,4512,Driving Instructors,3,13,2.961078255,0.000394869
1994,4513,Funeral Workers,2,39,2.11685222,0.000282289
1994,4514,"Gallery, Museum and Tour Guides",4,61,4.96099579,0.000661564
1994,4515,Personal Care Consultants,4,35.1,1.712979813,0.000228431
1994,4516,Tourism and Travel Advisers,4,45.6,16.10462382,0.002147601
1994,4517,Travel Attendants,3,35.4,6.855697343,0.000914228
1994,4518,Other Personal Service Workers,4,51.8,3.616359468,0.000482253
1994,4521,Fitness Instructors,4,8.3,6.384672223,0.000851415
1994,4522,Outdoor Adventure Guides,4,8.3,0.378186153,5.04323E-05
1994,4523,"Sports Coaches, Instructors and Officials",3,8.9,11.80307221,0.001573976
1994,4524,Sportspersons,3,40.3,3.582497483,0.000477737
1994,5111,"Contract, Program and Project Administrators",2,34.7,10.4981335,0.001399958
1994,5121,Office Managers,2,1.4,70.11276925,0.009349751
1994,5122,Practice Managers,2,60.2,5.620388518,0.000749496
1994,5211,Personal Assistants,3,85.1,74.48149103,0.009932333
1994,5212,Secretaries,3,95.4,128.8833325,0.017186984
1994,5311,General Clerks,4,96,79.00505249,0.010535564
1994,5321,Keyboard Operators,4,95.1,125.6098794,0.016750459
1994,5411,Call or Contact Centre Workers,3,52.3,16.5859673,0.002211789
1994,5412,Information Officers,4,95.9,35.33025687,0.004711397
1994,5421,Receptionists,4,91.6,147.4933572,0.019668688
1994,5511,Accounting Clerks,4,97.2,117.4070593,0.015656588
1994,5512,Bookkeepers,4,97.7,99.4473697,0.013261609
1994,5513,Payroll Clerks,4,97,19.86119705,0.002648551
1994,5521,Bank Workers,4,97.8,102.0476069,0.013608359
1994,5522,Credit and Loans Officers,4,90.1,3.221095643,0.000429543
1994,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,27.47121485,0.00366337
1994,5611,Betting Clerks,5,76.9,4.981244213,0.000664264
1994,5612,Couriers and Postal Deliverers,5,77.8,37.43702724,0.004992341
1994,5613,Filing and Registry Clerks,5,94.5,19.08290123,0.002544763
1994,5614,Mail Sorters,5,77.2,15.12809829,0.002017378
1994,5615,Survey Interviewers,5,94,7.58267209,0.001011172
1994,5616,Switchboard Operators,5,96.1,13.2490175,0.001766797
1994,5619,Other Clerical and Office Support Workers,5,96.7,19.49230229,0.002599358
1994,5911,Purchasing and Supply Logistics Clerks,4,75.3,83.11213752,0.011083256
1994,5912,Transport and Despatch Clerks,4,83.5,28.19361653,0.003759705
1994,5991,Conveyancers and Legal Executives,2,86.5,3.845534913,0.000512814
1994,5992,Court and Legal Clerks,3,87.5,5.909644335,0.000788069
1994,5993,Debt Collectors,4,95,8.716861855,0.00116242
1994,5994,Human Resource Clerks,4,90,9.326232698,0.001243681
1994,5995,Inspectors and Regulatory Officers,4,42.8,19.72181927,0.002629965
1994,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,2.580956925,0.000344178
1994,5997,Library Assistants,4,96.3,17.93498402,0.002391685
1994,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,9.912236325,0.001321827
1994,6111,"Auctioneers, and Stock and Station Agents",3,34.7,3.051564455,0.000406935
1994,6112,Insurance Agents,3,88.5,10.79633562,0.001439724
1994,6113,Sales Representatives,4,77.9,83.42549061,0.011125043
1994,6121,Real Estate Sales Agents,3,79.5,43.8735441,0.005850671
1994,6211,Sales Assistants (General),5,91.7,380.2822771,0.050711798
1994,6212,ICT Sales Assistants,5,92.3,11.86597004,0.001582363
1994,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,23.89739913,0.003186791
1994,6214,Pharmacy Sales Assistants,5,92.3,24.25935393,0.003235059
1994,6215,Retail Supervisors,4,28,18.34686931,0.002446611
1994,6216,Service Station Attendants,5,75.5,10.03624489,0.001338364
1994,6217,Street Vendors and Related Salespersons,5,94,13.00130522,0.001733764
1994,6219,Other Sales Assistants and Salespersons,5,96.2,6.971288403,0.000929643
1994,6311,Checkout Operators and Office Cashiers,5,96.9,79.25400693,0.010568763
1994,6391,Models and Sales Demonstrators,5,54.4,9.870537635,0.001316266
1994,6392,Retail and Wool Buyers,3,64.1,3.347356788,0.00044638
1994,6393,Telemarketers,5,99,9.517589498,0.0012692
1994,6394,Ticket Salespersons,5,93.2,16.10101759,0.00214712
1994,6395,Visual Merchandisers,4,28.4,1.859414168,0.000247959
1994,6399,Other Sales Support Workers,5,78.6,1.014676655,0.00013531
1994,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,5.966957458,0.000795712
1994,7112,Industrial Spraypainters,4,79.6,7.9586554,0.001061311
1994,7113,Paper and Wood Processing Machine Operators,4,80.1,10.65435902,0.001420791
1994,7114,Photographic Developers and Printers,4,67.1,8.19850042,0.001093295
1994,7115,Plastics and Rubber Production Machine Operators,4,87.9,20.38981238,0.002719043
1994,7116,Sewing Machinists,4,89,40.92602732,0.00545761
1994,7117,Textile and Footwear Production Machine Operators,4,71.7,15.33153218,0.002044506
1994,7119,Other Machine Operators,4,75.2,10.130596,0.001350946
1994,7121,"Crane, Hoist and Lift Operators",4,72,10.17453608,0.001356805
1994,7122,"Drillers, Miners and Shot Firers",4,75,22.95107411,0.003060596
1994,7123,Engineering Production Workers,4,81.8,27.76762135,0.003702897
1994,7129,Other Stationary Plant Operators,4,61.7,21.79323802,0.002906195
1994,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,7.272461103,0.000969805
1994,7212,Earthmoving Plant Operators,4,93.2,40.91806249,0.005456548
1994,7213,Forklift Drivers,4,91,35.48468628,0.004731991
1994,7219,Other Mobile Plant Operators,4,82.1,5.71017497,0.000761469
1994,7311,Automobile Drivers,4,78.7,26.93151394,0.003591399
1994,7312,Bus and Coach Drivers,4,82.3,24.26376694,0.003235647
1994,7313,Train and Tram Drivers,4,75.8,8.89203449,0.00118578
1994,7321,Delivery Drivers,4,78.7,33.00810992,0.004401732
1994,7331,Truck Drivers,4,78.4,136.4832727,0.01820046
1994,7411,Storepersons,4,76.4,60.12981077,0.008018493
1994,8111,Car Detailers,5,37,15.156173,0.002021122
1994,8112,Commercial Cleaners,5,65.5,153.0411323,0.0204085
1994,8113,Domestic Cleaners,5,69,26.78919378,0.00357242
1994,8114,Housekeepers,5,70.6,10.34750752,0.001379872
1994,8115,Laundry Workers,5,73.1,17.00162445,0.002267218
1994,8116,Other Cleaners,5,78.5,16.23315944,0.002164741
1994,8211,Building and Plumbing Labourers,5,85.8,33.30177171,0.004440893
1994,8212,Concreters,5,90,23.52184303,0.003136709
1994,8213,Fencers,4,85.6,7.369264665,0.000982714
1994,8214,Insulation and Home Improvement Installers,4,67.3,11.80157866,0.001573776
1994,8215,Paving and Surfacing Labourers,5,87.2,14.4913751,0.001932469
1994,8216,Railway Track Workers,4,87.2,6.27798246,0.000837188
1994,8217,Structural Steel Construction Workers,4,77.7,7.25774446,0.000967842
1994,8219,Other Construction and Mining Labourers,5,56.7,6.904443958,0.000920729
1994,8311,Food and Drink Factory Workers,5,74.2,26.57261034,0.003543538
1994,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,19.62729105,0.002617359
1994,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,23.99846994,0.003200269
1994,8321,Packers,5,60.1,53.08780161,0.00707942
1994,8322,Product Assemblers,5,95.2,39.38500128,0.00525211
1994,8393,Product Quality Controllers,4,97,20.72208479,0.002763353
1994,8394,Timber and Wood Process Workers,5,79.4,18.99616606,0.002533197
1994,8399,Other Factory Process Workers,5,81.8,14.65249273,0.001953954
1994,8413,Forestry and Logging Workers,4,81.8,6.948851203,0.00092665
1994,8414,Garden and Nursery Labourers,5,95,35.73674547,0.004765604
1994,8415,Livestock Farm Workers,5,61.8,36.26943061,0.004836639
1994,8419,"Other Farm, Forestry and Garden Workers",5,67.5,5.605606613,0.000747525
1994,8511,Fast Food Cooks,5,82.8,14.06402495,0.00187548
1994,8512,Food Trades Assistants,5,84.3,6.170555035,0.000822862
1994,8513,Kitchenhands,5,84.3,100.7942996,0.013441226
1994,8911,Freight and Furniture Handlers,5,76.7,10.85670137,0.001447774
1994,8912,Shelf Fillers,5,64,50.98485384,0.006798985
1994,8991,Caretakers,5,66,6.52219708,0.000869755
1994,8992,Deck and Fishing Hands,4,69.4,7.38759398,0.000985158
1994,8993,Handypersons,5,65.4,22.97585282,0.0030639
1994,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,7.649214743,0.001020046
1994,8995,Printing Assistants and Table Workers,4,80.4,8.722608505,0.001163186
1994,8996,Recycling and Rubbish Collectors,5,78,3.177680185,0.000423753
1994,8997,Vending Machine Attendants,5,89.2,3.989072328,0.000531955
1994,8999,Other Miscellaneous Labourers,5,75.1,33.51949264,0.004469926
1994,2493,Teachers of English to Speakers of Other Languages,1,17.1,2.48170627,0.000330943
1994,2526,Podiatrists,1,0.8,0.772690073,0.000103041
1994,4232,Dental Assistants,4,60.1,12.56085289,0.001675028
1995,1111,Chief Executives and Managing Directors,1,14,25.44696616,0.003267141
1995,1112,General Managers,1,14,22.35250973,0.002869843
1995,1211,Aquaculture Farmers,1,31.2,1.53197023,0.00019669
1995,1212,Crop Farmers,1,51,40.8675387,0.005246991
1995,1213,Livestock Farmers,1,37.4,80.18393335,0.010294831
1995,1214,Mixed Crop and Livestock Farmers,1,59,92.59511784,0.011888305
1995,1311,"Advertising, Public Relations and Sales Managers",1,1.5,56.98765974,0.007316657
1995,1321,Corporate Services Managers,1,38.9,1.44019718,0.000184907
1995,1322,Finance Managers,1,6.9,28.65995226,0.003679657
1995,1323,Human Resource Managers,1,11.3,18.49803005,0.002374966
1995,1324,Policy and Planning Managers,1,25,16.00921467,0.002055426
1995,1325,Research and Development Managers,1,1.7,3.995773775,0.000513018
1995,1331,Construction Managers,1,9.5,57.10960149,0.007332313
1995,1332,Engineering Managers,1,25,3.630326758,0.000466098
1995,1333,"Importers, Exporters and Wholesalers",1,23.9,13.13821349,0.001686818
1995,1334,Manufacturers,1,3,28.98418817,0.003721286
1995,1335,Production Managers,1,5.5,38.33127614,0.00492136
1995,1336,"Supply, Distribution and Procurement Managers",1,59,13.44742088,0.001726517
1995,1341,Child Care Centre Managers,1,1.5,6.825873528,0.000876375
1995,1342,Health and Welfare Services Managers,1,5,3.4555985,0.000443665
1995,1343,School Principals,1,0.7,11.77080434,0.001511256
1995,1344,Other Education Managers,1,0.7,5.416636298,0.000695443
1995,1351,ICT Managers,1,3.5,8.781092305,0.001127406
1995,1391,Commissioned Officers (Management),1,25,0.876079045,0.00011248
1995,1399,Other Specialist Managers,1,13.1,13.08516846,0.001680007
1995,1411,Cafe and Restaurant Managers,2,8.3,32.63365292,0.004189841
1995,1412,Caravan Park and Camping Ground Managers,2,25,3.76873865,0.000483869
1995,1413,Hotel and Motel Managers,2,0.4,22.852853,0.002934082
1995,1414,Licensed Club Managers,2,25,5.328797913,0.000684165
1995,1419,Other Accommodation and Hospitality Managers,2,26.1,4.689059165,0.000602029
1995,1421,Retail Managers,2,16.1,210.2255309,0.026990897
1995,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,6.334526075,0.000813291
1995,1492,Call or Contact Centre and Customer Service Managers,2,49.9,12.9976626,0.001668772
1995,1493,Conference and Event Organisers,2,4.9,2.3821131,0.00030584
1995,1494,Transport Services Managers,2,59,15.75223857,0.002022433
1995,1499,"Other Hospitality, Retail and Service Managers",2,26.4,64.67054005,0.008303063
1995,2111,"Actors, Dancers and Other Entertainers",1,21.4,3.53919033,0.000454397
1995,2112,Music Professionals,1,5.2,6.968198535,0.000894648
1995,2113,Photographers,1,2.1,8.123223975,0.001042942
1995,2114,Visual Arts and Crafts Professionals,1,16.5,11.7869162,0.001513324
1995,2121,"Artistic Directors, and Media Producers and Presenters",1,10,7.24822988,0.000930602
1995,2122,"Authors, and Book and Script Editors",1,38.5,3.992462958,0.000512593
1995,2123,"Film, Television, Radio and Stage Directors",1,8.5,5.0828082,0.000652583
1995,2124,Journalists and Other Writers,1,17,16.98158828,0.002180269
1995,2211,Accountants,1,94.3,94.78325368,0.01216924
1995,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,9.315555955,0.001196026
1995,2221,Financial Brokers,2,36,8.9769351,0.00115255
1995,2222,Financial Dealers,1,20.5,10.41921277,0.001337725
1995,2223,Financial Investment Advisers and Managers,1,43.8,14.6432502,0.00188005
1995,2231,Human Resource Professionals,1,24.8,31.32097111,0.004021306
1995,2232,ICT Trainers,1,1.4,4.049451358,0.00051991
1995,2233,Training and Development Professionals,1,1.4,14.73286322,0.001891555
1995,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,3.165983138,0.000406481
1995,2242,"Archivists, Curators and Records Managers",1,56,1.641078885,0.000210698
1995,2244,Intelligence and Policy Analysts,1,23,5.688910098,0.0007304
1995,2245,Land Economists and Valuers,1,67.6,4.279794383,0.000549484
1995,2246,Librarians,1,59.5,13.78990118,0.001770488
1995,2247,Management and Organisation Analysts,1,10.9,18.23071645,0.002340645
1995,2249,Other Information and Organisation Professionals,1,35.2,4.27224776,0.000548515
1995,2251,Advertising and Marketing Professionals,1,58.2,19.2614845,0.002472986
1995,2252,ICT Sales Professionals,1,15.1,7.75517888,0.000995689
1995,2253,Public Relations Professionals,1,18,8.890224165,0.001141418
1995,2254,Technical Sales Representatives,1,21.7,19.30048276,0.002477993
1995,2311,Air Transport Professionals,1,25.5,9.34979622,0.001200422
1995,2312,Marine Transport Professionals,1,20,9.882536863,0.001268821
1995,2321,Architects and Landscape Architects,1,2.2,14.92779627,0.001916583
1995,2322,Surveyors and Spatial Scientists,1,48.7,7.584926403,0.00097383
1995,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,3.586412673,0.00046046
1995,2324,"Graphic and Web Designers, and Illustrators",1,7.3,18.70925983,0.002402085
1995,2325,Interior Designers,1,15.1,3.554102645,0.000456312
1995,2326,Urban and Regional Planners,1,13,4.383223958,0.000562763
1995,2331,Chemical and Materials Engineers,1,1.8,2.728963115,0.000350372
1995,2332,Civil Engineering Professionals,1,1.9,27.40585519,0.003518643
1995,2333,Electrical Engineers,1,10,11.33505728,0.00145531
